Date,Open,High,Low,Close,Adj Close,Volume
2022-07-25,5.408924,5.422055,4.967169,4.967169,4.967169,35761429928
2022-07-26,4.968279,4.991057,4.825429,4.991057,4.991057,33253010364
2022-07-27,4.991218,5.351434,4.943613,5.351434,5.351434,39860313320
2022-07-28,5.352278,5.616018,5.223992,5.499056,5.499056,51799825900
2022-07-29,5.498697,5.717606,5.363149,5.457260,5.457260,55190022282
2022-07-30,5.456960,5.853292,5.400009,5.515429,5.515429,60233474392
2022-07-31,5.515319,5.704229,5.389561,5.406823,5.406823,41275990820
2022-08-01,5.406345,5.600061,5.305183,5.426269,5.426269,35063403106
2022-08-02,5.424907,5.439728,5.187944,5.242433,5.242433,26461676173
2022-08-03,5.242323,5.405822,5.150724,5.237277,5.237277,22692734845
2022-08-04,5.237448,5.343147,5.237944,5.331644,5.331644,20299982447
2022-08-05,5.329800,5.554825,5.323639,5.540067,5.540067,26699239257
2022-08-06,5.540180,5.638087,5.446176,5.453210,5.453210,22073431747
2022-08-07,5.452791,5.552886,5.379577,5.474594,5.474594,16268305462
2022-08-08,5.475091,5.729638,5.473202,5.576516,5.576516,31775837504
2022-08-09,5.577035,5.883023,5.446731,5.500889,5.500889,48648587417
2022-08-10,5.500400,5.636362,5.362710,5.631386,5.631386,34104917769
2022-08-11,5.632195,5.934595,5.630935,5.647071,5.647071,44895160694
2022-08-12,5.647096,5.771436,5.583836,5.760691,5.760691,25513572657
2022-08-13,5.760577,5.960939,5.729286,5.800117,5.800117,35536887418
2022-08-14,5.801368,6.689746,5.793240,6.504571,6.504571,121862737644
2022-08-15,6.505410,6.517567,5.974415,6.103314,6.103314,68019333240
2022-08-16,6.101334,7.030650,6.077424,6.882846,6.882846,154127643936
2022-08-17,6.880382,6.994351,6.341984,6.360890,6.360890,79062259536
2022-08-18,6.362414,6.537249,5.981675,5.988814,5.988814,49566717394
2022-08-19,5.986076,5.997149,5.397325,5.429560,5.429560,77164404656
2022-08-20,5.426221,5.671101,5.426221,5.557495,5.557495,42939949171
2022-08-21,5.556642,5.646275,5.422195,5.550546,5.550546,33684117382
2022-08-22,5.549984,5.553759,5.242037,5.463365,5.463365,36220506835
2022-08-23,5.463635,5.513597,5.369593,5.491686,5.491686,26789932882
2022-08-24,5.491828,5.538440,5.374729,5.425447,5.425447,27567863822
2022-08-25,5.425504,5.719848,5.422784,5.519462,5.519462,37529053501
2022-08-26,5.518504,5.530398,5.057770,5.083181,5.083181,49615748088
2022-08-27,5.083055,5.122628,5.005986,5.084415,5.084415,30455896926
2022-08-28,5.082092,5.138897,4.940350,4.940350,4.940350,23594889831
2022-08-29,4.937732,5.114226,4.905016,5.108952,5.108952,25190385853
2022-08-30,5.109879,5.141095,4.824734,4.902562,4.902562,26210701859
2022-08-31,4.903248,5.033437,4.857139,4.878745,4.878745,24640183327
2022-09-01,4.879215,4.978343,4.784985,4.972093,4.972093,26208206526
2022-09-02,4.972146,4.996059,4.859798,4.913829,4.913829,21800945770
2022-09-03,4.913325,5.070536,4.890650,4.998225,4.998225,23688059236
2022-09-04,4.998465,5.079569,4.948189,5.040703,5.040703,19934727130
2022-09-05,5.040984,5.073563,4.890170,5.024837,5.024837,18575088418
2022-09-06,5.025852,5.158537,4.684660,4.712493,4.712493,37669520340
2022-09-07,4.710982,4.893736,4.629673,4.866864,4.866864,25868431460
2022-09-08,4.865627,4.885612,4.781730,4.860020,4.860020,21368162323
2022-09-09,4.859745,5.139148,4.856584,5.099456,5.099456,38871261169
2022-09-10,5.098721,5.196913,5.050474,5.159902,5.159902,32906426844
2022-09-11,5.159478,5.192574,5.019152,5.075204,5.075204,26106634533
2022-09-12,5.075308,5.180324,5.007888,5.071185,5.071185,30443232119
2022-09-13,5.071058,5.065671,4.736066,4.786452,4.786452,36748210962
2022-09-14,4.753615,4.880554,4.739741,4.860415,4.860415,29362584884
2022-09-15,4.860032,4.863615,4.693917,4.694447,4.694447,26124824417
2022-09-16,4.694485,4.815095,4.667400,4.815095,4.815095,19684257607
2022-09-17,4.815686,4.965896,4.807658,4.957517,4.957517,16703289328
2022-09-18,4.957488,4.957488,4.561246,4.583720,4.583720,21150068210
2022-09-19,4.583660,4.682197,4.479566,4.671837,4.671837,24013426931
2022-09-20,4.671834,4.804582,4.603585,4.659460,4.659460,23524341953
2022-09-21,4.660005,4.833481,4.513136,4.595231,4.595231,32502086638
2022-09-22,4.593787,4.850619,4.558507,4.831209,4.831209,19595942131
2022-09-23,4.830780,5.199110,4.828531,5.145944,5.145944,57265796320
2022-09-24,5.145696,5.522677,5.120809,5.137471,5.137471,78769554277
2022-09-25,5.136606,5.173599,4.912120,4.968902,4.968902,29857486155
2022-09-26,4.970157,5.023456,4.900363,4.985843,4.985843,26419917347
2022-09-27,4.985420,5.121047,4.899633,4.953261,4.953261,27576220094
2022-09-28,4.952243,4.966045,4.808141,4.936430,4.936430,22588333319
2022-09-29,4.936537,4.988311,4.858050,4.948141,4.948141,18671973726
2022-09-30,4.948980,5.064840,4.878671,5.033233,5.033233,30131486152
2022-10-01,5.032973,5.127364,4.931000,4.949497,4.949497,28401608388
2022-10-02,4.949578,4.972438,4.820218,4.833271,4.833271,16154991408
2022-10-03,4.833197,4.927768,4.816151,4.921021,4.921021,15954060420
2022-10-04,4.920792,5.397844,4.900900,5.374175,5.374175,67332305418
2022-10-05,5.372271,5.415094,5.139545,5.285543,5.285543,49530619200
2022-10-06,5.285976,5.437449,5.206799,5.224964,5.224964,31951071554
2022-10-07,5.225397,5.240680,5.088052,5.169025,5.169025,24823969507
2022-10-08,5.169384,5.182824,5.083875,5.108435,5.108435,14018421040
2022-10-09,5.107937,5.163775,5.076468,5.148505,5.148505,13110757882
2022-10-10,5.148123,5.168762,4.905171,4.905171,4.905171,20981126394
2022-10-11,4.904738,4.985593,4.771153,4.957701,4.957701,24350487710
2022-10-12,4.957767,5.009029,4.895631,4.922268,4.922268,16368790032
2022-10-13,4.921438,4.944595,4.589453,4.904705,4.904705,38337759495
2022-10-14,4.904069,5.009315,4.807002,4.834067,4.834067,20005454919
2022-10-15,4.833618,4.910206,4.793101,4.828875,4.828875,15019719639
2022-10-16,4.829116,4.897640,4.829116,4.855264,4.855264,13371211122
2022-10-17,4.855220,4.936392,4.826536,4.926385,4.926385,14323392205
2022-10-18,4.926366,5.001386,4.838072,4.918751,4.918751,19685946658
2022-10-19,4.918976,5.036222,4.865931,4.873025,4.873025,23844859888
2022-10-20,4.872825,4.973437,4.850841,4.931096,4.931096,19993243240
2022-10-21,4.930317,4.930317,4.768958,4.897509,4.897509,18554193265
2022-10-22,4.897729,4.939720,4.885106,4.927203,4.927203,13159611633
2022-10-23,4.926277,4.983676,4.863924,4.981163,4.981163,15065779147
2022-10-24,4.980676,5.019695,4.874955,4.924826,4.924826,18751710051
2022-10-25,4.924454,5.285445,4.901792,5.184336,5.184336,39203917996
2022-10-26,5.182213,6.016551,5.174258,5.973219,5.973219,111343910020
2022-10-27,5.973129,6.990534,5.910951,6.349608,6.349608,218702599516
2022-10-28,6.350367,7.238026,6.007385,6.903701,6.903701,261057810411
2022-10-29,6.906633,12.293097,6.861753,10.006451,10.006451,1000424421838
2022-10-30,10.009791,11.656621,9.289608,9.693357,9.693357,650758352075
2022-10-31,9.689212,10.784391,9.493395,10.508759,10.508759,481008012971
2022-11-01,10.505327,12.998873,10.357022,11.788760,11.788760,651331999645
2022-11-02,11.784544,12.188102,10.276121,10.597743,10.597743,387635276964
2022-11-03,10.595336,11.268907,10.038510,10.136162,10.136162,212540099393
2022-11-04,10.133126,10.551648,9.632152,10.348525,10.348525,242323241827
2022-11-05,10.348444,11.074988,10.112001,10.193605,10.193605,156313116232
2022-11-06,10.193102,10.383194,9.316716,9.396442,9.396442,107963695535
2022-11-07,9.398048,9.742431,8.897487,9.107145,9.107145,109481670802
2022-11-08,9.105431,9.187483,6.563107,7.197085,7.197085,288650569922
2022-11-09,7.196649,7.405371,5.869216,6.042849,6.042849,228397396479
2022-11-10,6.043542,7.533135,5.997932,7.226503,7.226503,194916591826
2022-11-11,7.225720,7.398186,6.559231,6.837334,6.837334,105130802389
2022-11-12,6.839231,7.571010,6.387494,7.091327,7.091327,148405674338
2022-11-13,7.092385,7.340841,6.749061,6.836248,6.836248,76467956295
2022-11-14,6.838928,7.368246,6.456984,6.955542,6.955542,98217694386
2022-11-15,6.955525,7.195169,6.913551,7.050900,7.050900,51892668210
2022-11-16,7.050281,7.372754,6.838460,6.974599,6.974599,58092149989
2022-11-17,6.975545,7.082811,6.802182,6.910493,6.910493,37636473799
2022-11-18,6.910398,7.053283,6.839542,6.902502,6.902502,27511873356
2022-11-19,6.902474,6.921458,6.797727,6.895072,6.895072,20107874343
2022-11-20,6.895143,6.984805,6.280541,6.291226,6.291226,40681120970
2022-11-21,6.291334,6.292351,5.918558,6.105979,6.105979,53945456790
2022-11-22,6.105758,6.446860,5.995221,6.413706,6.413706,45465746606
2022-11-23,6.414634,6.798314,6.376831,6.676488,6.676488,43244863028
2022-11-24,6.676972,6.828889,6.595711,6.653356,6.653356,29422721441
2022-11-25,6.652374,7.428296,6.608948,7.307439,7.307439,83506172979
2022-11-26,7.306600,7.737416,7.218909,7.267658,7.267658,73671448693
2022-11-27,7.266874,8.692344,7.266874,8.061678,8.061678,160501234047
2022-11-28,8.058782,8.111930,7.468330,7.766740,7.766740,112318522134
2022-11-29,7.767489,8.548405,7.676768,8.314360,8.314360,110400139933
2022-11-30,8.312282,8.857993,8.171249,8.688283,8.688283,112902737285
2022-12-01,8.688075,8.730658,8.209902,8.244790,8.244790,72367617552
2022-12-02,8.245608,8.381650,7.959767,8.317016,8.317016,63184223248
2022-12-03,8.317190,8.372030,8.032305,8.128799,8.128799,51474068189
2022-12-04,8.127729,8.570791,8.127323,8.491520,8.491520,61819597356
2022-12-05,8.488757,9.069921,8.194722,8.310833,8.310833,86104703229
2022-12-06,8.311313,8.396957,8.125494,8.260176,8.260176,44040278833
2022-12-07,8.260393,8.323239,7.815528,7.878517,7.878517,51189501810
2022-12-08,7.878640,8.135242,7.856951,8.107794,8.107794,40556263460
2022-12-09,8.107641,8.152241,7.914627,7.968846,7.968846,34907820556
2022-12-10,7.968902,8.026011,7.935561,7.952012,7.952012,19966444736
2022-12-11,7.952582,8.004498,7.638410,7.655484,7.655484,24767143933
2022-12-12,7.655272,7.669809,7.205704,7.459385,7.459385,61968693312
2022-12-13,7.459147,7.789721,7.254061,7.493622,7.493622,63148988897
2022-12-14,7.495149,7.608636,7.289474,7.302062,7.302062,45316592697
2022-12-15,7.301543,7.322935,6.994758,7.019875,7.019875,34167705719
2022-12-16,7.019901,7.182939,6.233243,6.279032,6.279032,57822944856
2022-12-17,6.279230,6.563031,6.274971,6.554049,6.554049,40973567018
2022-12-18,6.553623,6.603528,6.442717,6.504942,6.504942,21255905567
2022-12-19,6.505546,6.564265,5.856824,5.898811,5.898811,48044202064
2022-12-20,5.899811,6.213485,5.898224,6.192392,6.192392,36203263645
2022-12-21,6.192142,6.194846,5.956392,6.106440,6.106440,28993565430
2022-12-22,6.106332,6.403917,6.069661,6.378650,6.378650,49151892566
2022-12-23,6.378155,6.516656,6.339144,6.371150,6.371150,32946127000
2022-12-24,6.371107,6.441191,6.345463,6.414038,6.414038,13634311929
2022-12-25,6.412728,6.413757,6.131640,6.279516,6.279516,35045148333
2022-12-26,6.280606,6.323605,6.198817,6.282636,6.282636,20637557017
2022-12-27,6.280971,6.302462,6.056773,6.102442,6.102442,24040117631
2022-12-28,6.102697,6.110510,5.803972,5.831267,5.831267,41123879052
2022-12-29,5.831184,5.906123,5.778556,5.884772,5.884772,23620100440
2022-12-30,5.883953,5.906776,5.541855,5.660393,5.660393,34745870899
2022-12-31,5.659579,5.885681,5.640434,5.818205,5.818205,23951125952
2023-01-01,5.817665,5.850610,5.735004,5.811029,5.811029,15331735524
2023-01-02,5.811032,5.985398,5.739022,5.909670,5.909670,33562174724
2023-01-03,5.909857,5.976672,5.779590,5.833303,5.833303,23459576040
2023-01-04,5.833286,6.055317,5.820182,6.054246,6.054246,28376463943
2023-01-05,6.053916,6.205597,5.900891,5.913252,5.913252,35118330624
2023-01-06,5.913666,5.967236,5.821387,5.962337,5.962337,25250972903
2023-01-07,5.962309,5.993131,5.913541,5.941993,5.941993,14291225145
2023-01-08,5.940942,6.056327,5.886334,6.055449,6.055449,20250342449
2023-01-09,6.054671,6.505106,6.027231,6.227983,6.227983,70157677572
2023-01-10,6.226763,6.345805,6.142607,6.345577,6.345577,40243468568
2023-01-11,6.346005,6.382095,6.135243,6.379824,6.379824,32189049439
2023-01-12,6.466381,6.586408,6.265401,6.512429,6.512429,57332226320
2023-01-13,6.512281,6.902430,6.452368,6.863554,6.863554,46742125746
2023-01-14,6.863662,7.467696,6.857396,7.098059,7.098059,89500130768
2023-01-15,7.098907,7.127518,6.757169,7.001137,7.001137,40733706262
2023-01-16,7.000852,7.136873,6.720489,6.829114,6.829114,43853109171
2023-01-17,6.830461,6.912966,6.764989,6.765152,6.765152,29874085678
2023-01-18,6.764842,7.272483,6.529036,6.530431,6.530431,89121502345
2023-01-19,6.528841,6.664960,6.525657,6.634091,6.634091,27456754929
2023-01-20,6.633186,7.025522,6.556350,6.996591,6.996591,35989245633
2023-01-21,6.997016,7.183104,6.863637,6.863932,6.863932,57983622591
2023-01-22,6.864459,7.522064,6.864459,7.150362,7.150362,64351497885
2023-01-23,7.150803,7.378880,7.110392,7.220304,7.220304,53886033063
2023-01-24,7.218004,7.396072,6.826837,6.850521,6.850521,45687520327
2023-01-25,6.851784,7.162491,6.727850,7.057666,7.057666,44217061642
2023-01-26,7.055615,7.112259,6.972197,7.034723,7.034723,34548878568
2023-01-27,7.034072,7.152249,6.888174,7.101818,7.101818,32610426331
2023-01-28,7.101892,7.578323,7.101892,7.156082,7.156082,52360194292
2023-01-29,7.155716,7.406394,7.136175,7.355223,7.355223,37345957673
2023-01-30,7.354244,7.487850,6.959721,7.206535,7.206535,64214370133
2023-01-31,7.205889,7.959121,7.205889,7.863474,7.863474,126159972894
2023-02-01,7.862606,7.898750,7.275279,7.694758,7.694758,90723913082
2023-02-02,7.692632,7.824026,7.462696,7.464464,7.464464,63713455081
2023-02-03,7.464876,7.688952,7.450231,7.670634,7.670634,45260576853
2023-02-04,7.669697,8.210327,7.643925,7.901134,7.901134,88418287928
2023-02-05,7.898259,7.978988,7.503878,7.584535,7.584535,62043589264
2023-02-06,7.585262,7.690207,7.370402,7.410633,7.410633,40410400156
2023-02-07,7.409670,7.664710,7.408065,7.659930,7.659930,42411194736
2023-02-08,7.659003,7.706499,7.374765,7.452285,7.452285,38265340365
2023-02-09,7.452813,7.503618,6.616498,6.724703,6.724703,67594165647
2023-02-10,6.724578,6.835814,6.633800,6.689492,6.689492,42630430885
2023-02-11,6.687518,6.806473,6.664604,6.794787,6.794787,20138994368
2023-02-12,6.793354,7.046136,6.742783,6.777872,6.777872,37025175845
2023-02-13,6.777852,7.134016,6.608623,6.785902,6.785902,62121395648
2023-02-14,6.784899,6.931611,6.725751,6.922293,6.922293,35439605675
2023-02-15,6.922350,7.393325,6.868863,7.388025,7.388025,70057965830
2023-02-16,7.387229,7.552157,7.025599,7.032109,7.032109,70264382045
2023-02-17,7.033001,7.321740,7.004223,7.268338,7.268338,37040213616
2023-02-18,7.267750,7.438492,7.202702,7.364404,7.364404,32953289167
2023-02-19,7.364336,7.431562,7.145702,7.197787,7.197787,41812410303
2023-02-20,7.200110,7.329747,7.105691,7.294637,7.294637,37206284836
2023-02-21,7.295806,7.340806,7.029622,7.077460,7.077460,40042931660
2023-02-22,7.077903,7.249047,6.896954,7.085230,7.085230,63384310823
2023-02-23,7.085349,7.148461,6.934357,6.963999,6.963999,29030697460
2023-02-24,6.963711,7.014273,6.625466,6.709358,6.709358,37248630699
2023-02-25,6.710526,6.782207,6.556455,6.699752,6.699752,26233387046
2023-02-26,6.698935,6.839658,6.682419,6.817223,6.817223,18098506534
2023-02-27,6.817205,6.817205,6.630453,6.724124,6.724124,22070669712
2023-02-28,6.724465,6.836174,6.627878,6.672755,6.672755,30633836635
2023-03-01,6.673840,6.812186,6.655898,6.755525,6.755525,21470536008
2023-03-02,6.755853,6.772225,6.586203,6.631239,6.631239,18570549887
2023-03-03,6.631655,6.635465,6.115410,6.273638,6.273638,46106610503
2023-03-04,6.273730,6.304554,5.973183,6.092207,6.092207,21848537680
2023-03-05,6.092894,6.203397,6.080676,6.111676,6.111676,17631350859
2023-03-06,6.111300,6.139782,6.024705,6.123120,6.123120,22509546075
2023-03-07,6.123116,6.206848,5.994139,6.077465,6.077465,25383904889
2023-03-08,6.077466,6.092862,5.800431,5.830146,5.830146,26362142319
2023-03-09,5.830301,5.921757,5.301897,5.412186,5.412186,42957947876
2023-03-10,5.830301,5.921757,5.301897,5.412186,5.412186,42957947876
2023-03-11,5.412895,5.420237,5.170997,5.399535,5.399535,39021167459
2023-03-12,5.399522,5.593350,5.285888,5.458420,5.458420,36806167791
2023-03-13,5.457421,5.841422,5.415339,5.821042,5.821042,30766819784
2023-03-14,5.820983,6.056183,5.615752,6.019919,6.019919,44281031624
2023-03-15,6.019512,6.391274,5.916813,6.155352,6.155352,53665678734
2023-03-16,6.156809,6.272612,5.645647,5.779064,5.779064,43712604758
2023-03-17,5.780014,6.070885,5.729750,6.008213,6.008213,26947235722
2023-03-18,6.009252,6.379494,5.933467,6.314490,6.314490,40077116881
2023-03-19,6.314589,6.500601,6.020429,6.028970,6.028970,42738761359
2023-03-20,6.028264,6.322145,6.028264,6.174726,6.174726,27969883118
2023-03-21,6.174279,6.237025,5.862560,5.899754,5.899754,33774226428
2023-03-22,5.900120,6.407712,5.856485,6.357364,6.357364,52190488559
2023-03-23,6.355435,6.413444,5.950675,6.106823,6.106823,57232649911
2023-03-24,6.106560,6.478525,6.044065,6.368321,6.368321,52413255219
2023-03-25,6.367685,6.374749,6.045703,6.149698,6.149698,32671189246
2023-03-26,6.149849,6.251297,6.008405,6.097354,6.097354,23619806952
2023-03-27,6.098277,6.207031,6.070718,6.127449,6.127449,18848768122
2023-03-28,6.128156,6.240547,5.903758,5.993041,5.993041,35786997951
2023-03-29,5.993386,6.074482,5.910851,6.065655,6.065655,22719681373
2023-03-30,6.065688,6.316869,6.050812,6.220776,6.220776,34866812558
2023-03-31,6.221965,6.302505,6.051465,6.095548,6.095548,30565180379
2023-04-01,6.096720,6.387230,6.070786,6.330785,6.330785,31090110845
2023-04-02,6.329929,7.008247,6.257526,6.907350,6.907350,76680314279
2023-04-03,6.727243,7.008247,6.397695,6.499949,6.499949,76413857858
2023-04-04,6.499791,8.433880,6.312294,7.891909,7.891909,287263822394
2023-04-05,7.892269,8.427450,7.628472,7.814014,7.814014,254272994620
2023-04-06,7.814712,8.115998,7.546287,7.606355,7.606355,125344908661
2023-04-07,7.606828,7.608881,6.989385,6.989385,6.989385,115463984546
2023-04-08,6.991551,7.045350,6.701254,6.751068,6.751068,70268132149
2023-04-09,6.750010,6.863278,6.631938,6.662220,6.662220,41569236691
2023-04-10,6.661901,6.861372,6.658042,6.820182,6.820182,37210895125
2023-04-11,6.820803,6.990976,6.764180,6.956490,6.956490,38850887431
2023-04-12,6.956399,7.035793,6.885598,6.913358,6.913358,38787364447
2023-04-13,6.913359,6.929130,6.675373,6.838290,6.838290,44300825414
2023-04-14,6.837857,7.232664,6.805174,7.145780,7.145780,66201216454
2023-04-15,7.145888,7.434972,7.033207,7.266695,7.266695,82445808688
2023-04-16,7.266729,7.402745,7.174100,7.281854,7.281854,37972988070
2023-04-17,7.281367,7.490070,7.221054,7.404707,7.404707,48678232520
2023-04-18,7.405481,7.756754,7.249613,7.499287,7.499287,111567182077
2023-04-19,7.500021,7.755039,7.383831,7.717230,7.717230,68969475005
2023-04-20,7.717181,7.719922,7.148881,7.235117,7.235117,105210218173
2023-04-21,7.234258,7.634020,6.818362,6.894660,6.894660,160250724374
2023-04-22,6.894459,6.951598,6.359388,6.438497,6.438497,69992158476
2023-04-23,6.438721,6.638678,6.424870,6.594020,6.594020,32561066506
2023-04-24,6.594482,6.614819,6.353025,6.467555,6.467555,29965062738
2023-04-25,6.467469,6.558470,6.356850,6.448639,6.448639,32156102815
2023-04-26,6.448552,6.553243,6.378605,6.546837,6.546837,28191513838
2023-04-27,6.546924,6.816158,6.226560,6.428782,6.428782,59094608745
2023-04-28,6.429974,6.615141,6.420969,6.556712,6.556712,35644641770
2023-04-29,6.556951,6.591546,6.497997,6.569437,6.569437,21171142566
2023-04-30,6.569536,6.690461,6.564389,6.672858,6.672858,21959912419
2023-05-01,6.672603,6.678666,6.509204,6.520748,6.520748,21600765140
2023-05-02,6.519952,6.543386,6.348493,6.445475,6.445475,26633689126
2023-05-03,6.445662,6.460141,6.367907,6.444630,6.444630,19189515343
2023-05-04,6.444663,6.585502,6.325875,6.518974,6.518974,25102508356
2023-05-05,6.518119,6.514084,6.390832,6.410563,6.410563,20875474184
2023-05-06,6.410826,6.643899,6.372125,6.570270,6.570270,27418904849
2023-05-07,6.569881,6.569881,6.247334,6.293065,6.293065,27882474977
2023-05-08,6.292164,6.333709,6.268093,6.269518,6.269518,16792721255
2023-05-09,6.268431,6.301517,5.803336,5.927504,5.927504,37586306731
2023-05-10,5.927505,6.021230,5.914626,6.005085,6.005085,20456413062
2023-05-11,6.005401,6.110424,5.846084,5.998683,5.998683,28218554251
2023-05-12,5.999294,5.999294,5.714470,5.918194,5.918194,26718830325
2023-05-13,5.917500,5.963050,5.728572,5.960198,5.960198,30034266302
2023-05-14,5.960348,5.960348,5.879115,5.900126,5.900126,12386420355
2023-05-15,5.900163,5.970249,5.874850,5.917296,5.917296,11207166972
2023-05-16,5.927997,5.945969,5.857162,5.922970,5.922970,14921654272
